路径,测试名称,描述,步骤描述,预期结果,优先级
合并测试阶段/新增测试案例文件/入口触发/快速创建非测试目录警告,「新增测试案例(快速)」在非测试案例目录时给出警告且不创建,handleCreateNewTestCase 内部 baseDir.includes('测试案例') 校验失败会 toast 警告并返回；createNewTestCaseQuick 在 targetUri 为空时也提示警告。,"步骤1:
打开一个位于非测试案例目录（如桌面/其它项目）的文件作为活动文件
步骤2:
命令面板执行「新增测试案例(快速)」
步骤3:
观察提示与文件系统中是否产生新文件","【业务功能检查】
- 弹出警告「请在测试案例目录下使用此命令，或在资源管理器中右键点击测试案例文件夹」
- 不创建任何文件
- 不产生无意义的空文件或报错崩溃",中
合并测试阶段/新增测试案例文件/目录校验/测试案例根目录创建,在「测试任务、任务名、测试案例」根目录下创建成功,handleCreateNewTestCase 取 target 的 dirname（当 target 为文件夹时即自身），要求路径包含「测试案例」。,"步骤1:
右键「测试任务/任务A/测试案例」文件夹
步骤2:
选择「新增测试案例→CSV」
步骤3:
将文件名改为「功能验证」并回车","【业务功能检查】
- 文件成功创建于「测试任务/任务A/测试案例/功能验证.csv」
- 文件自动以插件表格编辑器打开
- 文件名处于可编辑（inline）状态",高
合并测试阶段/新增测试案例文件/目录校验/测试案例子目录创建,在「测试案例」下的多级子目录中创建成功,子目录路径同样包含「测试案例」字样，校验通过，创建目录为子文件夹。,"步骤1:
在「测试任务/任务A/测试案例/支付/退款」子目录上右键
步骤2:
选择「新增测试案例→YAML」
步骤3:
命名并确认","【业务功能检查】
- 文件创建于「退款」子目录内
- 路径层级保持正确，不被提升到根目录",中
合并测试阶段/新增测试案例文件/目录校验/非测试案例目录拒绝,目标路径不含「测试案例」时拒绝创建并提示,handleCreateNewTestCase：若 !baseDir.includes('测试案例')，则 showToast warning 并返回，不创建文件。,"步骤1:
在「测试任务/任务A/测试大纲」文件夹上右键
步骤2:
若误触发「新增测试案例」流程（可通过命令直接传该路径模拟）
步骤3:
观察行为","【业务功能检查】
- 弹出警告「只能在测试案例目录或其子文件夹中创建新测试案例」
- 不创建任何文件
- 工作区文件结构不被破坏",高
合并测试阶段/新增测试案例文件/格式选择/子菜单CSV免弹窗,右键子菜单直接选「CSV」无需格式弹窗直接创建 .csv,extension.ts 的 createNewTestCaseCsv 命令以 forcedExt='.csv' 调用 handleCreateNewTestCase，跳过格式 QuickPick。,"步骤1:
右键「测试案例」目录
步骤2:
选择「新增测试案例→CSV (.csv)」
步骤3:
观察是否弹出格式选择框","【业务功能检查】
- 不弹出格式 QuickPick
- 直接创建「未命名测试案例.csv」
- 使用 examples/case_example.csv 作为模板内容",中
合并测试阶段/新增测试案例文件/格式选择/子菜单YAML免弹窗,右键子菜单直接选「YAML」无需格式弹窗直接创建 .yaml,createNewTestCaseYaml 以 forcedExt='.yaml' 调用，跳过弹窗。,"步骤1:
右键「测试案例」目录
步骤2:
选择「新增测试案例→YAML (.yaml)」
步骤3:
观察创建结果","【业务功能检查】
- 不弹出格式 QuickPick
- 直接创建「未命名测试案例.yaml」
- 使用 examples/case_example.yaml 作为模板内容",中
合并测试阶段/新增测试案例文件/格式选择/命令面板弹窗选择,命令面板入口执行后弹出格式 QuickPick 供选择,"无 forcedExt 时，handleCreateNewTestCase 弹出 QuickPick 列出 CSV/YAML（CSV 描述为""表格格式，推荐用于结构化案例""，YAML 描述为""层次化格式，适合复杂步骤描述""）。","步骤1:
命令面板执行「新增测试案例」
步骤2:
在弹出的 QuickPick 中查看选项
步骤3:
分别选择 CSV 与 YAML 各一次验证","【业务功能检查】
- 弹窗含「CSV (.csv)」与「YAML (.yaml)」两项且描述正确
- CSV 选项排在前
- 选择后按所选扩展名创建对应格式文件",中
合并测试阶段/新增测试案例文件/格式选择/弹窗取消不创建,格式 QuickPick 取消选择时不创建文件,若用户未选择（fileTypePick 为 undefined），函数直接 return，不创建任何文件。,"步骤1:
触发命令面板「新增测试案例」弹出 QuickPick
步骤2:
按 Esc 或点击空白处取消选择
步骤3:
检查测试案例目录","【业务功能检查】
- 不创建任何文件
- 不写入 created-files.json 记录
- 无报错与残留",中
合并测试阶段/新增测试案例文件/默认文件名/默认命名,新建文件默认名为「未命名测试案例.<ext>」,fileCreator 中 defaultFileName = `未命名测试案例${chosenExt}`，首次创建采用该命名。,"步骤1:
右键「测试案例」目录选择 CSV
步骤2:
观察新建文件的初始名称（未重命名前）","【业务功能检查】
- 初始文件名形如「未命名测试案例.csv」
- 文件进入编辑（inline）状态，等待用户改名",中
合并测试阶段/新增测试案例文件/默认文件名/同名递增,目录已存在同名文件时自动递增命名为「未命名测试案例1.<ext>」,fileCreator 的 while(fs.existsSync(defaultFilePath)) 循环：存在则 counter++ 改用「未命名测试案例${counter}${ext}」。,"步骤1:
在「测试案例」目录先创建「未命名测试案例.csv」并保留（不重命名）
步骤2:
再次右键新增 CSV
步骤3:
观察新文件名","【业务功能检查】
- 第二次创建的文件名为「未命名测试案例1.csv」
- 不会覆盖已存在文件
- 递增序号连续合理",中
合并测试阶段/新增测试案例文件/默认文件名/多次递增,连续多次同名创建依次递增 1、2、3…,counter 从 1 起始持续递增，确保每次都找到不冲突的名称。,"步骤1:
连续三次在「测试案例」目录新增 CSV 且均不重命名
步骤2:
列出目录中产生的未命名文件","【业务功能检查】
- 产生「未命名测试案例.csv」「未命名测试案例1.csv」「未命名测试案例2.csv」
- 序号无跳号、无冲突、无覆盖",低
合并测试阶段/新增测试案例文件/模板内容/CSV模板表头,CSV 模板含正确表头与示例数据行,"examples/case_example.csv 表头：testcase_id,路径,名称,案例描述,前置条件,步骤描述,预期结果,案例类型,优先级,执行方式；数据行为占位示例。","步骤1:
以 CSV 格式新增测试案例文件
步骤2:
用文本方式打开该文件查看内容
步骤3:
核对表头与首行数据","【业务功能检查】
- 表头包含全部 10 个字段且顺序正确
- 首行 testcase_id 为占位「案例唯一标识，不可修改」
- 示例行含步骤描述/预期结果的换行占位",中
合并测试阶段/新增测试案例文件/模板内容/YAML模板结构,YAML 模板含完整结构字段,examples/case_example.yaml 含 testcase_id、path、name、description、preconditions、steps(steps 含 operation/data/ui_expected/api_expected/db_expected)、tags、type、test_type、priority。,"步骤1:
以 YAML 格式新增测试案例文件
步骤2:
查看文件结构
步骤3:
核对 steps 字段嵌套层级","【业务功能检查】
- YAML 含 steps 数组且每个 step 含 operation 与 ui_expected/api_expected/db_expected
- testcase_id 为占位「案例唯一标识，不可修改」
- 结构可被推送映射正确解析",中
合并测试阶段/新增测试案例文件/模板内容/示例占位文案,模板示例行 testcase_id 占位文案为「案例唯一标识，不可修改」,fileIdentifier.TEMPLATE_EXAMPLE_TS_ID = '案例唯一标识，不可修改'，与模板文件保持一致，用于推送时识别并过滤示例行。,"步骤1:
新增 CSV 案例文件并查看 testcase_id 单元格
步骤2:
新增 YAML 案例文件并查看 testcase_id 字段","【业务功能检查】
- CSV 与 YAML 模板的 testcase_id 均为「案例唯一标识，不可修改」
- 该占位文案与 fileIdentifier 常量完全一致（避免推送误报）",中
合并测试阶段/新增测试案例文件/打开与编辑/插件编辑器打开,创建后用「测试案例编辑器」自定义编辑器打开（表格视图）,"fileCreator 通过 vscode.openWith(fileUri, 'testcaseViewer.unifiedEditor') 打开；该 viewType 在 package.json 注册，匹配 测试任务/*/测试案例/**/*.{csv,yaml,yml,json}。","步骤1:
新增 CSV 测试案例文件
步骤2:
观察文件打开方式
步骤3:
检查是否以表格形式呈现","【业务功能检查】
- 文件以插件自定义编辑器（表格视图）打开而非纯文本
- 表头与示例行正确渲染为表格
- 若编辑器打开失败有降级（弹出文本编辑并 toast 错误）",高
合并测试阶段/新增测试案例文件/打开与编辑/inline重命名,创建后文件名自动进入资源管理器 inline 编辑状态,fileCreator 创建文件后执行 revealInExplorer + 延时 100ms + renameFile 命令触发 inline 改名，使用户直接输入新名称。,"步骤1:
新增测试案例文件
步骤2:
观察资源管理器中该文件是否被高亮选中且文件名处于可编辑输入框
步骤3:
输入新名称并回车","【业务功能检查】
- 文件被选中并进入 inline 编辑（文件名输入框聚焦）
- 用户输入新名回车后文件按新名保存
- 修改扩展名时模板内容随之转换（CSV↔YAML）",高
合并测试阶段/新增测试案例文件/打开与编辑/重命名超时兜底,用户 30 秒内未重命名，监听器自动释放不泄漏,fileCreator 注册 onDidRenameFiles 监听，并以 setTimeout(30000) 兜底 dispose，避免监听器长期挂起。,"步骤1:
新增测试案例文件后不做任何重命名操作
步骤2:
等待超过 30 秒
步骤3:
通过开发者控制台/日志观察监听器是否释放","【业务功能检查】
- 30 秒后重命名监听被 dispose，不再占用资源
- 长时间无操作不引发异常或内存泄漏提示",低
合并测试阶段/新增测试案例文件/文件标识/写入记录文件,创建成功后写入 .plugin、.tms、testcase-viewer、created-files.json,fileCreator 在创建回调中以 extraAction 调用 markAsCreatedByCommand(filePath)，将绝对路径作为 key 写入记录。,"步骤1:
新增一个测试案例文件
步骤2:
打开工作区根目录下的 .plugin/.tms/testcase-viewer/created-files.json
步骤3:
查找新文件路径","【业务功能检查】
- 记录文件中出现该文件的绝对路径作为 key
- 不影响原案例文件（YAML/CSV）内容（零侵入）
- 记录文件不存在时自动创建目录并写入",高
合并测试阶段/新增测试案例文件/文件标识/记录字段,记录项含 createdAt(ISO8601) 与 version('1.0'),"markAsCreatedByCommand 写入 { createdAt: new Date().toISOString(), version: '1.0' }。","步骤1:
新增测试案例文件
步骤2:
查看对应记录对象的字段","【业务功能检查】
- createdAt 为合法 ISO8601 时间字符串
- version 值为字符串 '1.0'
- 字段类型与文档说明一致",中
合并测试阶段/新增测试案例文件/文件标识/key为绝对路径,记录 key 使用文件绝对路径，区分不同工作区、目录,records 的 key 直接采用 filePath（绝对路径），isCreatedByCommand 用同一绝对路径查询。,"步骤1:
在 A 工作区新增测试案例文件并记录
步骤2:
在 B 工作区同名相对路径下新增文件
步骤3:
核对两工作区记录互不影响","【业务功能检查】
- 两条记录 key 为各自绝对路径，互不冲突
- 跨工作区不共享记录（与当前工作区强绑定）",低
合并测试阶段/新增测试案例文件/重命名删除同步/重命名更新key,文件重命名后记录 key 自动更新为新路径,extension.ts 全局 onDidRenameFiles 监听：将记录中的旧路径 key 替换为新路径，保持标识与实际文件一致。,"步骤1:
新增测试案例文件（记录产生）
步骤2:
在资源管理器中将该文件重命名为新名称
步骤3:
查看 created-files.json","【业务功能检查】
- 记录 key 由旧路径变为新路径
- 重命名后 isCreatedByCommand(新路径) 返回 true
- 旧路径 key 不再存在",高
合并测试阶段/新增测试案例文件/重命名删除同步/删除清理记录,文件删除后对应记录自动移除,onDidDeleteFiles 监听：删除文件时移除记录中对应 key。,"步骤1:
新增测试案例文件（记录产生）
步骤2:
删除该文件
步骤3:
查看 created-files.json","【业务功能检查】
- 记录中对应 key 被移除
- 不存在指向已删除文件的滞留记录
- 不影响其它文件的记录",中
合并测试阶段/新增测试案例文件/重命名删除同步/cleanupRecords,cleanupRecords 清理已不存在文件的记录,fileIdentifier.cleanupRecords 遍历记录，仅保留 fs.existsSync 为真的文件记录，用于一次性修复。,"步骤1:
手动在文件系统中删除一个已记录命令创建的文件（绕过监听）
步骤2:
调用/触发 cleanupRecords
步骤3:
查看记录文件","【业务功能检查】
- 已删除文件的记录被清理
- 仍存在文件的记录保留
- 操作幂等，多次执行结果一致",低
合并测试阶段/新增测试案例文件/装饰器状态栏/首行装饰器,命令创建的案例文件编辑器首行显示 📝 装饰器,fileIdentifier.addCommandCreatedDecoration：当文件 isCreatedByCommand 为真时，在首行插入 before contentText '📝 ' 的装饰器。,"步骤1:
新增测试案例文件并打开编辑器
步骤2:
查看编辑器首行左侧","【业务功能检查】
- 首行显示绿色 📝 图标装饰
- 手动创建（非命令）的同格式文件不显示该装饰
- 装饰不影响文件内容与保存",低
合并测试阶段/新增测试案例文件/装饰器状态栏/状态栏信息,状态栏显示「通过命令创建」及创建时间、版本,fileIdentifier.showCreationInfoInStatusBar：当存在创建信息时，创建右侧 StatusBarItem，文本「$(symbol-method) 通过命令创建」，tooltip 含创建时间/版本。,"步骤1:
打开一个命令创建的测试案例文件
步骤2:
观察 VS Code 右下角状态栏","【业务功能检查】
- 状态栏出现「通过命令创建」项
- 悬停显示创建时间与版本(1.0)
- 关闭文件后状态栏项消失",低
合并测试阶段/新增测试要点文件/入口触发/右键子菜单显示,资源管理器右键测试大纲文件夹显示新增测试要点子菜单,验证在 测试任务/<任务名>/测试大纲 文件夹上右键时，资源管理器上下文菜单出现「新增测试要点」子菜单（含 Markdown/XMind 两项）。依据 package.json explorer/context 的 when：resourcePath 匹配 /测试任务/.../测试大纲/ 目录或该目录下 .md/.xmind 文件。,"步骤1:
在资源管理器中定位到「测试任务/任务A/测试大纲」文件夹
步骤2:
右键点击该文件夹
步骤3:
观察弹出的上下文菜单分组","【业务功能检查】
- 菜单中出现「新增测试要点」子菜单项（分组 2_workspace@2）
- 子菜单展开后包含「Markdown (.md)」与「XMind (.xmind)」两项
- 该菜单仅出现在测试大纲目录/文件上，不出现在测试案例目录",高
合并测试阶段/新增测试要点文件/入口触发/右键子文件夹显示,右键测试大纲下任意子文件夹显示新增测试要点子菜单,当右键位置位于 测试任务/<任务名>/测试大纲/ 之下的任意子文件夹时，同样弹出「新增测试要点」子菜单，新文件将在该子文件夹下创建。,"步骤1:
在「测试任务/任务A/测试大纲」下新建或定位子文件夹「登录模块」
步骤2:
右键点击「登录模块」子文件夹
步骤3:
观察上下文菜单","【业务功能检查】
- 出现「新增测试要点」子菜单
- 选择格式后新文件创建于「登录模块」子文件夹内
- 不误创建到上级「测试大纲」根目录",高
合并测试阶段/新增测试要点文件/入口触发/右键已有md文件显示,右键已有 md 文件显示新增测试要点子菜单,handleCreateNewTestPoint：若右键目标是文件则取 dirname 作为创建目录。需验证对 .md 文件右键生效。,"步骤1:
在「测试大纲」目录下右键一个已有 .md 文件
步骤2:
选择「新增测试要点」子菜单中的 Markdown 项
步骤3:
核对新文件创建位置","【业务功能检查】
- 右键 .md 文件出现子菜单
- 新文件与所右键文件处于同一目录
- 新文件默认名为「测试要点.md」系列",高
合并测试阶段/新增测试要点文件/入口触发/右键已有xmind文件显示,右键已有 xmind 文件显示新增测试要点子菜单,验证对 .xmind 文件右键同样弹出子菜单（when 条件含 .xmind）。,"步骤1:
在「测试大纲」目录下右键一个已有 .xmind 文件
步骤2:
选择「新增测试要点」子菜单中的 XMind 项
步骤3:
核对新文件创建位置","【业务功能检查】
- 右键 .xmind 文件出现子菜单
- 新文件创建于同目录，默认名「测试要点.xmind」系列",高
合并测试阶段/新增测试要点文件/入口触发/非测试大纲不显示,右键非测试大纲目录不显示新增测试要点菜单,菜单 when 限定 resourcePath 必须匹配测试大纲目录或 .md/.xmind 文件；需验证在测试案例、任务根目录等位置不会误显示。,"步骤1:
右键「测试任务/任务A/测试案例」文件夹
步骤2:
右键「测试任务/任务A」根文件夹
步骤3:
分别观察上下文菜单","【业务功能检查】
- 上述位置均不出现「新增测试要点」子菜单
- 测试案例位置仅出现「新增测试案例」子菜单（互不串菜单）",中
合并测试阶段/新增测试要点文件/入口触发/命令面板入口,命令面板可执行新增测试要点命令并弹出格式选择,"extension.ts 注册 testcaseViewer.createNewTestPoint（命令面板可见）。执行后调用 handleCreateNewTestPoint(context, 无 forcedExt)，应弹出 QuickPick 选择 Markdown/XMind。","步骤1:
按 Cmd+Shift+P(Mac)/Ctrl+Shift+P(Win) 打开命令面板
步骤2:
输入「新增测试要点」并回车
步骤3:
在弹出的格式 QuickPick 中选择「Markdown (.md)」","【业务功能检查】
- 命令面板可检索到「新增测试要点」
- 执行后弹出格式选择 QuickPick（Markdown/XMind）
- 选择后按当前活动文件所在测试大纲目录创建文件",中
合并测试阶段/新增测试要点文件/目录校验/测试大纲根目录创建,在测试大纲根目录下创建成功,handleCreateNewTestPoint 取 target 的 dirname（文件夹即自身），要求路径包含「测试大纲」。,"步骤1:
右键「测试任务/任务A/测试大纲」文件夹
步骤2:
选择「新增测试要点→Markdown」
步骤3:
将文件名改为「登录要点」并回车","【业务功能检查】
- 文件成功创建于「测试任务/任务A/测试大纲/登录要点.md」
- 文件自动以默认编辑器打开
- 文件名处于可编辑（inline）状态",高
合并测试阶段/新增测试要点文件/目录校验/测试大纲子目录创建,在测试大纲子目录下创建成功,子目录路径同样包含「测试大纲」字样，校验通过，创建目录为子文件夹。,"步骤1:
在「测试任务/任务A/测试大纲/支付/退款」子目录上右键
步骤2:
选择「新增测试要点→XMind」
步骤3:
命名并确认","【业务功能检查】
- 文件创建于「退款」子目录内
- 路径层级保持正确，不被提升到根目录",中
合并测试阶段/新增测试要点文件/目录校验/非测试大纲拒绝,目标路径不含测试大纲时拒绝创建并提示,handleCreateNewTestPoint：若 !baseDir.includes('测试大纲')，则 showToast warning 并返回，不创建文件。,"步骤1:
在「测试任务/任务A/测试案例」文件夹上右键
步骤2:
若误触发「新增测试要点」流程（可通过命令直接传该路径模拟）
步骤3:
观察行为","【业务功能检查】
- 弹出警告「只能在测试大纲目录或其子文件夹中创建新测试要点」
- 不创建任何文件
- 工作区文件结构不被破坏",高
合并测试阶段/新增测试要点文件/格式选择/子菜单Markdown免弹窗,右键子菜单直接选 Markdown 免弹窗创建 md,extension.ts 的 createNewTestPointMd 命令以 forcedExt='.md' 调用 handleCreateNewTestPoint，跳过格式 QuickPick。,"步骤1:
右键「测试大纲」目录
步骤2:
选择「新增测试要点→Markdown (.md)」
步骤3:
观察是否弹出格式选择框","【业务功能检查】
- 不弹出格式 QuickPick
- 直接创建「测试要点.md」
- 使用 examples/point_example.md 作为模板内容",中
合并测试阶段/新增测试要点文件/格式选择/子菜单XMind免弹窗,右键子菜单直接选 XMind 免弹窗创建 xmind,createNewTestPointXmind 以 forcedExt='.xmind' 调用，跳过弹窗。,"步骤1:
右键「测试大纲」目录
步骤2:
选择「新增测试要点→XMind (.xmind)」
步骤3:
观察创建结果","【业务功能检查】
- 不弹出格式 QuickPick
- 直接创建「测试要点.xmind」
- 从 examples/point_example.xmind 二进制模板复制生成",中
合并测试阶段/新增测试要点文件/格式选择/命令面板弹窗选择,命令面板入口执行后弹出格式 QuickPick 供选择,"无 forcedExt 时，handleCreateNewTestPoint 弹出 QuickPick 列出 Markdown(.md)/XMind(.xmind)（描述分别为""表格格式""与""思维导图格式""）。","步骤1:
命令面板执行「新增测试要点」
步骤2:
在弹出的 QuickPick 中查看选项
步骤3:
分别选择 Markdown 与 XMind 各一次验证","【业务功能检查】
- 弹窗含「Markdown (.md)」与「XMind (.xmind)」两项且描述正确
- Markdown 选项排在前
- 选择后按所选扩展名创建对应格式文件",中
合并测试阶段/新增测试要点文件/格式选择/弹窗取消不创建,格式 QuickPick 取消选择时不创建文件,若用户未选择（formatPick 为 undefined），函数直接 return，不创建任何文件。,"步骤1:
触发命令面板「新增测试要点」弹出 QuickPick
步骤2:
按 Esc 或点击空白处取消选择
步骤3:
检查测试大纲目录","【业务功能检查】
- 不创建任何文件
- 无报错与残留",中
合并测试阶段/新增测试要点文件/默认文件名/默认命名,新建文件默认名为测试要点加扩展名,fileCreator 中 defaultFileName = `测试要点${chosenExt}`，首次创建采用该命名（测试要点.md / 测试要点.xmind）。,"步骤1:
右键「测试大纲」目录选择 Markdown
步骤2:
观察新建文件的初始名称（未重命名前）","【业务功能检查】
- 初始文件名形如「测试要点.md」
- 文件进入编辑（inline）状态，等待用户改名",中
合并测试阶段/新增测试要点文件/默认文件名/同名递增,目录已存在同名文件时自动递增命名为测试要点1,fileCreator 的 while(fs.existsSync(defaultFilePath)) 循环：存在则 counter++ 改用「测试要点${counter}${ext}」。,"步骤1:
在「测试大纲」目录先创建「测试要点.md」并保留（不重命名）
步骤2:
再次右键新增 Markdown
步骤3:
观察新文件名","【业务功能检查】
- 第二次创建的文件名为「测试要点1.md」
- 不会覆盖已存在文件
- 递增序号连续合理",中
合并测试阶段/新增测试要点文件/默认文件名/多次递增,连续多次同名创建依次递增 1、2、3,counter 从 1 起始持续递增，确保每次都找到不冲突的名称。,"步骤1:
连续三次在「测试大纲」目录新增 XMind 且均不重命名
步骤2:
列出目录中产生的未命名文件","【业务功能检查】
- 产生「测试要点.xmind」「测试要点1.xmind」「测试要点2.xmind」
- 序号无跳号、无冲突、无覆盖",低
合并测试阶段/新增测试要点文件/模板内容/Markdown模板结构,Markdown 模板含正确大纲与测试点列表结构,examples/point_example.md 结构：一级标题「1. 测试大纲」→ 二级「1.1 测试点列表」→ 「功能条目：功能条目路径」→ 测试点表格（序号/测试点/描述）。,"步骤1:
以 Markdown 格式新增测试要点文件
步骤2:
用文本方式打开该文件查看内容
步骤3:
核对大纲层级与表格","【业务功能检查】
- 包含「1. 测试大纲」「1.1 测试点列表」层级
- 含「功能条目：功能条目路径」说明行
- 含含表头的测试点表格（序号、测试点、描述）",中
合并测试阶段/新增测试要点文件/模板内容/XMind模板复制,XMind 模板从示例二进制文件复制生成,handleCreateNewTestPoint 的 xmind 分支：从 examples/point_example.xmind 读取二进制 Buffer 并 writeFile，生成合法可打开的 .xmind 文件。,"步骤1:
以 XMind 格式新增测试要点文件
步骤2:
在支持 XMind 的编辑器中打开该文件
步骤3:
核对内容与原模板一致","【业务功能检查】
- 生成的 .xmind 为合法二进制文件（非空、可正常打开）
- 内容与 point_example.xmind 模板一致
- 非空白或损坏文件",中
合并测试阶段/新增测试要点文件/模板内容/Markdown模板读取失败,Markdown 模板读取失败时给出错误提示,handleCreateNewTestPoint 的 md 分支：读取 examples/point_example.md 失败（如模板缺失/权限）时，showToast error 并 return，不创建文件。,"步骤1:
模拟 examples/point_example.md 缺失或不可读（临时移走/改权限）
步骤2:
以 Markdown 格式新增测试要点
步骤3:
观察提示与文件系统","【业务功能检查】
- 弹出错误提示「读取模板文件失败: ...」
- 不创建任何文件
- 不产生无内容的空文件",中
合并测试阶段/新增测试要点文件/打开与编辑/默认编辑器打开,创建后用默认编辑器打开而非测试案例自定义编辑器,"handleCreateNewTestPoint 以 vscode.commands.executeCommand('vscode.open', ...) 打开，而非 testcaseViewer.unifiedEditor（该自定义编辑器仅匹配 测试案例 文件）。测试要点使用 VS Code 原生 Markdown 预览 / XMind 关联程序打开。","步骤1:
新增 Markdown 测试要点文件
步骤2:
观察文件打开方式
步骤3:
新增 XMind 测试要点文件并同样观察","【业务功能检查】
- Markdown 文件以 VS Code 默认（Markdown）编辑器/预览打开
- XMind 文件以系统/XMind 关联程序打开
- 不以「测试案例编辑器(unifiedEditor)」打开",高
合并测试阶段/新增测试要点文件/打开与编辑/inline重命名,创建后文件名自动进入资源管理器 inline 编辑状态,两种格式均触发 renameFile 命令：md 分支经 createFileAndTriggerRename（revealInExplorer + 延时 100ms + renameFile）；xmind 分支直接 revealInExplorer + 延时 100ms + renameFile。使用户直接输入新名称。,"步骤1:
新增测试要点文件
步骤2:
观察资源管理器中该文件是否被高亮选中且文件名处于可编辑输入框
步骤3:
输入新名称并回车","【业务功能检查】
- 文件被选中并进入 inline 编辑（文件名输入框聚焦）
- 用户输入新名回车后文件按新名保存
- 修改扩展名（如 .md→.xmind）时内容格式随之变化",高
合并测试阶段/新增测试要点文件/打开与编辑/Markdown超时兜底,Markdown 方式创建注册 30 秒重命名超时监听器,md 分支调用 createFileAndTriggerRename，其内部注册 onDidRenameFiles 监听并以 setTimeout(30000) 兜底 dispose，避免监听器长期挂起。,"步骤1:
新增 Markdown 测试要点文件后不做任何重命名操作
步骤2:
等待超过 30 秒
步骤3:
观察监听器是否释放","【业务功能检查】
- 30 秒后重命名监听被 dispose，不再占用资源
- 长时间无操作不引发异常或内存泄漏提示",低
合并测试阶段/新增测试要点文件/打开与编辑/XMind无超时监听,XMind 方式创建直接触发重命名不注册超时监听器,xmind 分支直接执行 renameFile，未使用 createFileAndTriggerRename，因此不注册 30 秒超时兜底监听器（与 Markdown 分支行为不同）。,"步骤1:
新增 XMind 测试要点文件（直接 renameFile 路径）
步骤2:
通过开发者控制台/日志确认未注册 onDidRenameFiles 超时监听
步骤3:
对比 Markdown 分支的监听注册","【业务功能检查】
- XMind 创建流程未注册 30 秒超时兜底监听
- 与 Markdown 分支的监听注册行为存在可观测差异
- 两种方式均能正常触发用户 inline 重命名",低
合并测试阶段/新增测试要点文件/文件标识/不写入记录,命令创建的测试要点文件不写入 created-files 记录,与「新增测试案例」不同，handleCreateNewTestPoint 在任何分支均未调用 markAsCreatedByCommand，因此命令创建的测试要点文件不会写入 .plugin/.tms/testcase-viewer/created-files.json。,"步骤1:
新增一个测试要点文件（命令创建）
步骤2:
打开工作区根目录下的 .plugin/.tms/testcase-viewer/created-files.json
步骤3:
查找该文件路径","【业务功能检查】
- 记录文件中不出现该测试要点文件的绝对路径
- 与测试案例文件（会被记录）形成明确差异
- 原要点文件内容不被修改（零侵入）",高
合并测试阶段/新增测试要点文件/文件标识/无装饰器,命令创建的测试要点文件编辑器不显示装饰器,fileIdentifier.addCommandCreatedDecoration 依赖 isCreatedByCommand，而测试要点文件未被标记，因此编辑器首行不显示 📝 装饰器。,"步骤1:
新增测试要点文件并打开编辑器
步骤2:
查看编辑器首行左侧","【业务功能检查】
- 首行不显示绿色 📝 图标装饰
- 与命令创建的测试案例文件（显示装饰）行为不同",低
合并测试阶段/新增测试要点文件/文件标识/无状态栏,状态栏不显示通过命令创建信息,fileIdentifier.showCreationInfoInStatusBar 依赖 getFileCreationInfo，测试要点文件无创建记录，因此状态栏不显示「通过命令创建」。,"步骤1:
打开一个命令创建的测试要点文件
步骤2:
观察 VS Code 右下角状态栏","【业务功能检查】
- 状态栏不出现「通过命令创建」项
- 与命令创建的测试案例文件（显示状态栏项）行为不同",低
合并测试阶段/新增测试要点文件/重命名删除/重命名无记录同步,测试要点重命名时不触发 created-files 记录同步,workspaceListeners 的 onDidRenameFiles 仅在 isCreatedByCommand(oldPath) 为真时才同步记录；测试要点未标记，故重命名时不写入/更新任何 created-files 记录。,"步骤1:
新增测试要点文件（命令创建，未标记）
步骤2:
在资源管理器中将其重命名为新名称
步骤3:
查看 created-files.json","【业务功能检查】
- 重命名后 created-files.json 无对应旧/新路径记录
- 全局监听器对未标记文件不做记录同步（符合预期，避免脏数据）",中
合并测试阶段/新增测试要点文件/重命名删除/删除无记录残留,测试要点删除后无 created-files 记录残留,workspaceListeners 的 onDidDeleteFiles 仅在 isCreatedByCommand(fp) 为真时才清理记录；测试要点未标记，删除后不产生残留记录（本就无记录）。,"步骤1:
新增测试要点文件（命令创建）
步骤2:
删除该文件
步骤3:
查看 created-files.json","【业务功能检查】
- 删除前后 created-files.json 均不含该文件路径
- 无指向已删除文件的滞留记录",低
合并测试阶段/绑定和关联/绑定/入口与方向校验/要点右键显示,资源管理器右键测试大纲下的 .md 显示「绑定测试案例」,依据 bindHandler.handleBindCases + inferDirection：源为 .md/.xmind 且位于 测试任务/<任务>/测试大纲/ 下时，应出现「绑定测试案例」右键菜单，打开绑定对话框（point-to-cases）。,"步骤1:
定位「测试任务/任务A/测试大纲/登录要点.md」
步骤2:
右键该 .md 文件
步骤3:
观察上下文菜单","【业务功能检查】
- 出现「绑定测试案例」菜单项
- 点击后打开绑定对话框，方向为 point-to-cases
- 对话框扫描同任务下的测试案例候选",高
合并测试阶段/绑定和关联/绑定/入口与方向校验/要点xmind右键,资源管理器右键测试大纲下的 .xmind 显示「绑定测试案例」,inferDirection 对 .xmind 与 .md 同样处理（均属要点），需验证 .xmind 在测试大纲下也能触发 point-to-cases。,"步骤1:
定位「测试任务/任务A/测试大纲/登录要点.xmind」
步骤2:
右键该文件
步骤3:
点击「绑定测试案例」","【业务功能检查】
- 出现「绑定测试案例」菜单项
- 打开对话框方向为 point-to-cases
- 候选为同任务测试案例目录下的 .csv/.yaml/.yml/.json",高
